iter	RMSE
254	1800.356522
255	1785.73987
256	1776.22943
257	1766.981084
258	1761.046143
259	1745.873957
260	1739.884358
261	1734.177086
262	1728.569467
263	1715.888495
264	1699.990682
265	1694.568689
266	1689.307837
267	1672.256557
268	1667.060147
269	1661.41744
270	1651.416539
271	1643.743795
272	1638.859736
273	1632.786175
274	1618.173417
275	1602.276411
276	1590.970746
277	1585.443339
278	1580.955605
279	1572.01739
280	1559.5668
281	1545.270701
282	1534.548138
283	1529.515952
284	1525.084552
285	1520.900022
286	1516.798291
287	1503.834803
288	1498.325706
289	1488.129697
290	1484.212403
291	1480.369706
292	1472.94067
293	1465.954518
294	1462.280577
295	1458.684641
296	1453.046406
297	1449.574229
298	1437.940052
299	1434.544534
300	1425.518792
301	1415.066397
302	1411.80517
303	1403.179976
304	1395.973524
305	1392.718245
306	1385.938591
307	1378.917533
308	1369.082214
309	1365.403525
310	1362.412621
311	1353.433981
312	1344.248976
313	1338.082201
314	1327.782255
315	1318.099378
316	1309.908488
317	1307.229151
318	1304.605323
319	1302.033608
320	1299.515193
321	1297.047533
322	1291.395837
323	1288.855914
324	1284.877145
325	1282.569894
326	1277.106766
327	1273.387638
328	1269.608382
329	1264.528391
330	1262.392381
331	1254.812512
332	1246.548134
333	1239.59173
334	1234.225326
335	1229.784406
336	1227.664462
337	1224.235819
338	1215.616608
339	1207.143184
340	1205.128759
341	1196.917279
342	1194.969535
343	1193.063672
344	1189.81503
345	1186.696792
346	1180.303091
347	1178.503547
348	1176.688957
349	1169.055423
350	1162.811149
351	1160.205493
352	1152.893422
353	1147.157731
354	1139.780697
355	1135.748367
356	1133.039609
357	1127.071352
358	1122.727104
359	1114.472347
360	1110.438325
361	1103.829881
362	1098.002239
363	1093.071059
364	1089.290429
365	1086.705696
366	1084.317758
367	1078.217372
368	1076.16171
369	1072.879367
370	1071.490026
371	1068.104259
372	1061.996959
373	1055.231792
374	1053.921514
375	1049.328658
376	1042.882446
377	1037.094162
378	1030.582981
379	1029.354466
380	1024.375683
381	1018.322845
382	1017.15185
383	1016.009317
384	1014.894475
385	1010.492577
386	1005.537951
387	999.2276694
388	998.1638398
389	992.444271
390	987.6918572
391	986.6685764
392	984.8247631
393	979.2075414
394	976.9934048
395	973.0895692
396	971.314421
397	969.5904799
398	966.0514264
399	965.1421839
400	964.2550003
401	963.3892799
402	961.7622027
403	960.1821634
404	955.673102
405	954.1671504
406	952.5923888
407	951.1416107
408	949.9125209
409	946.8814217
410	945.6910327
411	940.6305458
412	937.6341431
413	936.2763189
414	932.2830676
415	927.6567682
416	926.5531426
417	925.4713937
418	919.8762073
419	915.6618867
420	914.8987043
421	913.9025716
422	909.6671885
423	907.4252687
424	906.4659931
425	902.3011103
426	901.3926692
427	900.503922
428	897.4019999
429	896.5411712
430	894.3782483
431	893.5090446
432	892.223295
433	887.6157424
434	881.6879525
435	879.655527
436	877.5133086
437	876.6815892
438	871.5156777
439	868.237872
440	863.5650545
441	858.795296
442	855.4974894
443	853.0824465
444	851.0820744
445	846.492966
446	841.9391381
447	841.1986682
448	837.1330443
449	833.1195441
450	831.6434996
451	827.8096128
452	825.0568832
453	821.2529113
454	820.1608969
455	816.6156642
456	814.0246608
457	810.4165589
458	809.2715149
459	806.224806
460	802.8788085
461	799.7648187
462	796.0307093
463	793.5236329
464	792.9601329
465	792.4280508
466	791.8629733
467	790.832992
468	787.1281116
469	785.9747054
470	785.0029158
471	784.4688817
472	783.354915
473	782.2764726
474	781.7551497
475	781.2908233
476	777.7637621
477	775.5318878
478	772.1808075
479	768.6024359
480	767.576224
481	764.9840283
482	762.3043873
483	761.4291036
484	758.7212598
485	755.8536606
486	754.8279229
487	754.3287431
488	751.5909106
489	749.6926153
490	748.7546048
491	746.5963608
492	743.8035445
493	741.1790631
494	738.9396199
495	736.5002416
496	733.9830766
497	731.4510903
498	728.7067683
499	728.2122483
500	726.3689236
501	725.4965512
502	723.0391385
503	722.1931477
504	720.6793089
505	719.8985154
506	717.848707
507	715.6407979
508	713.2774658
509	711.1213561
510	709.992664
511	708.6493486
512	705.9671346
513	704.3187802
514	703.8353101
515	701.2388351
516	699.5718852
517	699.1032976
518	697.3210918
519	696.8672358
520	695.4597057
521	695.0148379
522	692.9998021
523	690.3121141
524	689.8773385
525	687.2957382
526	685.8528228
527	684.4119133
528	682.403366
529	681.975407
530	680.174571
531	678.70682
532	678.2891224
533	675.3843263
534	674.9737736
535	673.8230941
536	671.979247
537	670.2616258
538	668.6987976
539	667.4788407
540	667.0883857
541	665.8061655
542	665.4121746
543	663.8181316
544	663.4321478
545	661.6670399
546	661.2905729
547	660.9197696
548	659.3923171
549	657.0187212
550	655.7441012
551	654.0343218
552	653.6724461
553	652.2459808
554	650.6285168
555	648.8699678
556	648.5129877
557	647.6516667
558	647.0067908
559	645.527921
560	643.6141213
561	643.2689676
562	641.0584157
563	640.7133594
564	640.3775733
565	638.590513
566	636.6567572
567	635.2311917
568	634.243375
569	632.5894403
570	630.8674781
571	629.080273
572	628.7652864
573	628.4563892
574	626.491938
575	625.5983175
576	624.0297095
577	623.2865607
578	622.0919978
579	620.7073861
580	619.6859038
581	619.2723549
582	617.8684826
583	615.5213888
584	615.2153842
585	614.918868
586	614.1236333
587	613.8303795
588	612.1230803
589	611.8357958
590	610.9753607
591	610.4659091
592	608.8872002
593	607.7661245
594	607.4846741
595	607.2086792
596	606.5899768
597	606.3192953
598	605.0999392
599	603.2632901
600	601.5026719
601	601.2362094
602	600.9749147
603	600.7186891
604	599.3100213
605	598.582236
606	596.6989012
607	595.7540512
608	595.5064981
609	594.5305567
610	593.2292747
611	592.5590912
612	591.5174965
613	590.2520141
614	590.0094891
615	589.7549303
616	589.5203837
617	587.4932531
618	587.2625624
619	587.0363556
620	586.5316049
621	585.799504
622	585.5796326
623	585.3640359
624	585.152632
625	584.9453403
626	583.5465559
627	582.5975783
628	582.3950522
629	581.4853916
630	580.0028936
631	579.8033788
632	579.6077453
633	578.4045293
634	576.8398486
635	576.6478179
636	576.4595247
637	575.272463
638	575.0874413
639	574.906023
640	573.6118657
641	572.2496909
642	571.2290412
643	571.0545057
644	570.5811732
645	569.8108283
646	569.6396253
647	569.4717594
648	569.1759445
649	569.0112927
650	568.8500181
651	568.6917055
652	568.5364813
653	568.3842861
654	568.2350612
655	567.1778617
656	567.03124
657	565.9873959
658	565.843563
659	564.4757224
660	564.3342888
661	563.6034643
662	563.4646904
663	561.3264665
664	560.462859
665	559.2222028
666	559.0861193
667	558.94613
668	558.8127293
669	558.6819362
670	558.5537003
671	558.2451577
672	557.2334513
673	556.5644727
674	556.4396371
675	554.8898547
676	554.7673687
677	554.3446729
678	553.3451754
679	552.1808425
680	550.8492405
681	550.2691601
682	548.4344774
683	547.2664305
684	545.6356391
685	544.7201711
686	543.7892979
687	542.5918464
688	542.4697777
689	541.3700776
690	539.4990227
691	538.5584671
692	537.3049387
693	535.742716
694	535.2451132
695	535.1299782
696	534.4451046
697	533.5300984
698	533.4175934
699	533.1953411
700	532.9534634
701	532.1842926
702	532.0734002
703	531.7787136
704	530.9096404
705	530.0732518
706	529.4530818
707	528.9407501
708	527.9086007
709	527.127233
710	526.7689562
711	525.1273188
712	524.2968173
713	523.7069716
714	523.077634
715	522.6387736
716	522.2521137
717	521.1800009
718	520.0349979
719	518.98236
720	517.9945971
721	517.3202897
722	516.9924671
723	516.4234237
724	516.056828
725	514.791779
726	513.7952108
727	513.0657842
728	512.3034957
729	511.9877357
730	511.0611682
731	510.2499054
732	509.7811472
733	509.6411472
734	508.8395893
735	508.0784297
736	507.4018705
737	507.3054277
738	506.9691032
739	506.4987596
740	505.1312465
741	504.5342024
742	504.2916821
743	503.3917795
744	502.331526
745	501.8779105
746	501.7862642
747	500.6295147
748	499.8714668
749	499.4944414
750	498.1435414
751	497.8261832
752	497.272163
753	496.5985165
754	496.1852804
755	495.0298426
756	493.5099635
757	492.0390581
758	491.2555604
759	490.3431763
760	490.2468412
761	489.1581944
762	488.3989398
763	488.3106907
764	486.7157623
765	485.8286787
766	484.7611763
767	483.3999478
768	482.8994045
769	482.6017037
770	481.9246253
771	481.4527841
772	480.819202
773	479.7922387
774	479.3739104
775	478.038198
776	476.7382766
777	476.3796585
778	475.7896317
779	475.1883084
780	474.8418144
781	473.9738697
782	473.1793251
783	472.9391258
784	471.6444162
785	471.2573378
786	471.0906947
787	470.6745534
788	469.6362706
789	469.330082
790	469.0614862
791	468.1001629
792	467.5624103
793	467.1924189
794	466.6588329
795	464.9445562
796	464.338837
797	463.6539139
798	463.5504229
799	463.1856916
800	463.0319569
801	462.3600806
802	461.4411959
803	461.0587734
804	460.2013135
805	458.9810128
806	458.6575867
807	458.1456252
808	457.2881117
809	456.5353386
810	455.9169153
811	455.8399907
812	455.2708768
813	454.6622087
814	454.602147
815	453.8824944
816	453.0560231
817	452.4992013
818	451.3181266
819	450.7757856
820	450.220841
821	449.3775343
822	449.2573744
823	448.7000006
824	448.528137
825	448.1243802
826	447.6490579
827	447.187418
828	446.6885195
829	446.5886809
830	445.4563364
831	444.8104626
832	444.4569584
833	443.6853487
834	443.4778281
835	442.9077316
836	442.4870202
837	442.4174221
838	441.9163798
839	441.116307
840	440.7797352
841	440.4265927
842	440.3594047
843	439.9251179
844	439.2901117
845	438.4963165
846	438.3740744
847	437.7107925
848	437.3349561
849	436.7645026
850	435.392043
851	434.8784985
852	434.7577569
853	434.2099195
854	433.9749873
855	432.8775657
856	432.0050137
857	431.9365703
858	431.8735534
859	431.4173989
860	430.6623047
861	430.3120567
862	429.8918821
863	429.5531471
864	427.9764632
865	427.7092552
866	427.2614773
867	426.7150209
868	426.6389921
869	426.1192881
870	425.6518439
871	425.5454317
872	425.1443031
873	423.8534195
874	423.7800198
875	423.6490155
876	422.6364259
877	422.1251585
878	420.8396714
879	420.0822881
880	419.6882578
881	419.6183929
882	419.1464817
883	418.9292205
884	418.4498697
885	417.9917815
886	417.7758806
887	416.5552498
888	415.9950027
889	414.7579222
890	414.3975243
891	414.2802918
892	413.8519935
893	413.7361102
894	413.1442896
895	412.8613709
896	412.3955353
897	412.0575038
898	411.7458046
899	411.3629374
900	410.947635
901	410.7020623
902	409.9266222
903	409.4107477
904	408.2994119
905	407.7681291
906	407.273155
907	406.1132297
908	405.4564906
909	405.2451985
910	404.8647329
911	403.9553309
912	403.4692842
913	403.3513409
914	403.2949913
915	403.1336463
916	402.5537101
917	402.2019175
918	401.173373
919	400.2548739
920	399.8794468
921	399.1998853
922	398.7468754
923	398.4631976
924	398.350589
925	397.5196888
926	397.2449636
927	396.8862741
928	396.3488122
929	395.4826346
930	395.0048646
931	394.9230259
932	394.3676311
933	394.2212085
934	393.7935638
935	393.6764897
936	393.1040133
937	392.672276
938	391.7556087
939	390.9744394
940	390.6253355
941	390.4968165
942	390.4505211
943	390.0140754
944	389.8227884
945	389.5641049
946	388.9586007
947	388.5205845
948	388.1816398
949	387.7504103
950	386.9612154
951	386.5728415
952	385.7002345
953	384.9785743
954	384.0922091
955	383.6819287
956	383.1866007
957	382.9187413
958	382.5963091
959	381.8447107
960	381.567712
961	381.0517914
962	380.6047317
963	380.3906731
964	379.7270346
965	379.3656892
966	379.0013999
967	378.9097411
968	378.1424255
969	377.4775062
970	377.06449
971	376.9248457
972	376.8771298
973	376.5839845
974	376.2749402
975	375.9893534
976	375.2308782
977	374.735667
978	374.5363292
979	373.7575353
980	373.6649675
981	373.533124
982	373.329223
983	373.0764997
984	372.6606311
985	372.2081466
986	371.802511
987	371.6303544
988	370.9107161
989	370.5797552
990	370.1435641
991	369.3880145
992	368.7779565
993	368.4074008
994	368.1181175
995	367.8059793
996	367.3851089
997	367.3115334
998	367.1692005
999	366.955092
